filename,tempo,beats,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
pop.00024.au,117.45383522727273,57,0.41098990406380537,0.20758375525474548,3301.781785166798,3175.656592020233,7302.597508858601,0.14452671488003097,-40.80206893900481,61.522053857569944,9.868217165494451,10.097927886944438,8.456292742847104,5.367917405165356,8.377962822269756,3.50694373216663,8.253806414684728,5.883242394024022,-0.10184164281262938,-0.568772048927395,0.5524484600075634,-1.981370703944297,1.9157548409280292,0.07650463517842666,-1.2704959383861476,1.2330821611459122,1.4936997961059684,0.949930771570887,1
pop.00099.au,78.30255681818181,38,0.36046217830179395,0.13819479942321777,2765.7471940850123,3222.7136045650177,6873.391770873645,0.09601491449787151,-119.3206050835304,85.94114183548938,33.88453557501775,9.990760183625795,17.699189523702394,0.5160177993985701,9.563375375350285,-5.300429532746644,4.168148691451804,8.118336971668839,-7.978898374217568,1.5669378810063672,-2.93239145387561,-1.609137582757408,-0.20054549435029873,-2.4293758709674336,1.2079883518841101,5.848728713131997,1.6094690560375002,7.580262694513913,1
pop.00009.au,107.666015625,50,0.4548102391932578,0.15971148014068604,3279.877315074988,3026.391117942676,6953.099622224507,0.17281943873355263,-35.277026255840404,61.24210879968546,14.066685818881412,28.67101354108609,4.330268810835607,-1.3555812308920536,-0.7924994558778901,5.127177898334549,5.358480241986096,1.2240728888432448,-7.257868851801062,-0.5188905205818573,0.21291844521512152,-1.2946599074692111,-0.1056259213265501,-1.2458790093255117,-2.52845522148849,0.5710324540980388,1.569433805319981,-1.7248732860085352,1
pop.00078.au,103.359375,52,0.4546976587983503,0.22341886162757874,3124.1763502995236,2970.3205320380166,6618.134981043198,0.14272098127902477,-42.75717862041454,62.7994741578295,4.760057477780796,24.067691329006138,9.64290718179234,-1.8880940215034607,9.257872808065315,-2.9691751768247094,3.182203525805224,5.934099100508223,-4.7737777058858875,3.0201760183988404,-1.2423205236474966,-3.524068578120907,-0.3251652722863998,-1.443293543355267,-1.864616843134551,-0.03130666505904292,-0.7296307858897331,-0.9876106721493042,1
pop.00037.au,103.359375,51,0.451667677845683,0.24098517000675201,3236.4132052121413,2953.5962616118304,6698.776160083688,0.16482477808146284,4.821122585217076,64.49521532985948,-2.5056144139382552,10.421443609551147,3.245571663853744,7.824909682639873,3.103712060665728,1.405170620670199,6.745286208698089,4.886029387315213,3.2759731437027444,1.7533516646776337,3.3361320912219043,2.352307209530699,1.4288446079106245,-0.604925500496608,-2.1856909072218844,-1.602393507009947,-0.612145884292386,-4.050125851084948,1
pop.00036.au,99.38401442307692,46,0.39444088254311016,0.2566109001636505,2944.367953544407,3162.3930336714493,6877.683411589348,0.1151153281008127,-44.1848572513663,76.17580726017717,22.92103452314958,16.814389875974218,22.997485235138033,3.2688265226299813,6.913425321833935,0.10560335528878968,6.496770694386073,6.541495765901968,0.8559121050257364,2.726387640370652,4.517889400189726,2.856290262833393,1.3227229001451906,1.799120781489171,0.3768902963964529,-1.1238744062208492,-0.4385905797056847,1.5700714013967032,1
pop.00007.au,129.19921875,63,0.2515765594706577,0.08431392908096313,1968.420512160622,2326.8357602879937,4127.1500436883225,0.08234492913119196,-224.42964765921,107.30747756284947,-1.567652389069926,13.869626401455216,8.125008763710683,-9.374603422326832,8.123182373307715,9.292531251023435,9.099503578505079,6.026834617731051,-6.651410297004747,2.071808345469667,6.198722303050581,8.333521622964868,7.580191950871968,2.068624311924425,4.557361256017588,1.2226591251460477,-1.6395728262668794,-3.712766370586376,1
pop.00023.au,103.359375,48,0.3934043368042178,0.21074192225933075,3759.7536787888253,3293.7336127332514,7855.0441682892315,0.17767428466041021,-44.25750008717145,51.32967123555841,24.989787470263728,12.15671509767191,10.867819208564763,7.608527987653741,8.211717528391423,-0.7704730121955775,5.949145451031687,4.762196372486891,-2.5080471059341676,1.3219992997495242,-1.9473750203022693,-0.44846926997376296,0.23397710991201795,-2.005987820714208,-1.9668605258487022,-1.0363702862885644,0.5149160852182194,-0.3848579283631081,1
pop.00004.au,107.666015625,52,0.38433773286793094,0.2112339287996292,2753.1754730445987,2861.3942500179373,5986.147135920569,0.12376304602844428,-20.881364968968096,83.23877764472161,5.044182193826017,16.371778453331817,9.408467688291541,-0.5604482076705877,4.052641053530277,6.207681659803596,9.12180512888908,5.865313670820727,-3.5056836042401853,-0.6374331903204832,-3.1726748183009925,1.544838235363981,-0.9218052669215293,-2.961458630843325,-1.3291658193674234,-0.8670016171460718,0.6971095936419441,-1.764897863125057,1
pop.00003.au,92.28515625,45,0.40998741758996987,0.12940086424350739,1837.1232438528277,2066.8898740394166,3670.894469270027,0.08535171367066563,-125.88904975513006,126.6252016956419,-23.190812544342215,36.2300573497542,20.963784191489097,-1.1795240258474153,16.489363272467525,-3.668060816632201,6.522495311446867,9.337331692991885,-6.40822232819654,3.883524576654654,-7.945908868014003,2.0539492080541804,-2.3379387996463605,-1.4833307018555608,4.7537213846791415,-3.5146420948820456,4.894724459948004,-3.2014699173763206,1
